产品名称(必填),产品类型(必填),产品类别(必填),设备名称(必填),设备地址(必填),设备功能类型(必填),标识符(必填),功能名称(必填),寄存器地址(必填),字节长度(必填),读写类型(必填),值范围（RW信号必填）,信号单位(必填),数据类型(必填),功能码(必填),数据格式(必填),比例系数（非必填）,告警级别（非必填）
电池组,弱电动环,智慧场馆,电池组一,D6101,电池内阻,D6101169,电池内阻41#,337,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池内阻,D6101170,电池内阻42#,339,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池内阻,D6101171,电池内阻43#,341,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池内阻,D6101172,电池内阻44#,343,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池内阻,D6101173,电池内阻45#,345,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池内阻,D6101174,电池内阻46#,347,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池内阻,D6101175,电池内阻47#,349,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池内阻,D6101176,电池内阻48#,351,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池内阻,D6101177,电池内阻49#,353,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池内阻,D6101178,电池内阻50#,355,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池内阻,D6101179,电池内阻51#,357,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池内阻,D6101180,电池内阻52#,359,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池内阻,D6101181,电池内阻53#,361,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池内阻,D6101182,电池内阻54#,363,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池内阻,D6101183,电池内阻55#,365,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池内阻,D6101184,电池内阻56#,367,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池内阻,D6101185,电池内阻57#,369,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池内阻,D6101186,电池内阻58#,371,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池内阻,D6101187,电池内阻59#,373,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池内阻,D6101188,电池内阻60#,375,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池内阻,D6101189,电池内阻61#,377,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池内阻,D6101190,电池内阻62#,379,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池内阻,D6101191,电池内阻63#,381,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池内阻,D6101192,电池内阻64#,383,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101193,电池报警状态1# 模块掉线,385,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101194,电池报警状态1# 电压过高告警,387,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101195,电池报警状态1# 电压过低告警,389,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101196,电池报警状态1# 电压不均告警,391,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101197,电池报警状态1# 极柱温度过高告警,393,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101198,电池报警状态1# 内阻过大告警,395,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101199,电池报警状态1# 内阻不均告警,397,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101200,电池报警状态1# 自检故障告警,399,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101201,电池报警状态1# 线路故障告警,401,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101202,电池报警状态2# 模块掉线,403,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101203,电池报警状态2# 电压过高告警,405,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101204,电池报警状态2# 电压过低告警,407,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101205,电池报警状态2# 电压不均告警,409,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101206,电池报警状态2# 极柱温度过高告警,411,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101207,电池报警状态2# 内阻过大告警,413,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101208,电池报警状态2# 内阻不均告警,415,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101209,电池报警状态2# 自检故障告警,417,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101210,电池报警状态2# 线路故障告警,419,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101211,电池报警状态3# 模块掉线,421,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101212,电池报警状态3# 电压过高告警,423,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101213,电池报警状态3# 电压过低告警,425,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101214,电池报警状态3# 电压不均告警,427,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101215,电池报警状态3# 极柱温度过高告警,429,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101216,电池报警状态3# 内阻过大告警,431,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101217,电池报警状态3# 内阻不均告警,433,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101218,电池报警状态3# 自检故障告警,435,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101219,电池报警状态3# 线路故障告警,437,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101220,电池报警状态4# 模块掉线,439,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101221,电池报警状态4# 电压过高告警,441,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101222,电池报警状态4# 电压过低告警,443,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101223,电池报警状态4# 电压不均告警,445,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101224,电池报警状态4# 极柱温度过高告警,447,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101225,电池报警状态4# 内阻过大告警,449,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101226,电池报警状态4# 内阻不均告警,451,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101227,电池报警状态4# 自检故障告警,453,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101228,电池报警状态4# 线路故障告警,455,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101229,电池报警状态5# 模块掉线,457,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101230,电池报警状态5# 电压过高告警,459,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101231,电池报警状态5# 电压过低告警,461,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101232,电池报警状态5# 电压不均告警,463,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101233,电池报警状态5# 极柱温度过高告警,465,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101234,电池报警状态5# 内阻过大告警,467,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101235,电池报警状态5# 内阻不均告警,469,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101236,电池报警状态5# 自检故障告警,471,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101237,电池报警状态5# 线路故障告警,473,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101238,电池报警状态6# 模块掉线,475,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101239,电池报警状态6# 电压过高告警,477,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101240,电池报警状态6# 电压过低告警,479,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101241,电池报警状态6# 电压不均告警,481,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101242,电池报警状态6# 极柱温度过高告警,483,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101243,电池报警状态6# 内阻过大告警,485,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101244,电池报警状态6# 内阻不均告警,487,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101245,电池报警状态6# 自检故障告警,489,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101246,电池报警状态6# 线路故障告警,491,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101247,电池报警状态7# 模块掉线,493,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101248,电池报警状态7# 电压过高告警,495,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101249,电池报警状态7# 电压过低告警,497,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101250,电池报警状态7# 电压不均告警,499,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101251,电池报警状态7# 极柱温度过高告警,501,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101252,电池报警状态7# 内阻过大告警,503,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101253,电池报警状态7# 内阻不均告警,505,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101254,电池报警状态7# 自检故障告警,507,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101255,电池报警状态7# 线路故障告警,509,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101256,电池报警状态8# 模块掉线,511,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101257,电池报警状态8# 电压过高告警,513,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101258,电池报警状态8# 电压过低告警,515,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101259,电池报警状态8# 电压不均告警,517,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101260,电池报警状态8# 极柱温度过高告警,519,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101261,电池报警状态8# 内阻过大告警,521,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101262,电池报警状态8# 内阻不均告警,523,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101263,电池报警状态8# 自检故障告警,525,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101264,电池报警状态8# 线路故障告警,527,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101265,电池报警状态9# 模块掉线,529,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101266,电池报警状态9# 电压过高告警,531,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101267,电池报警状态9# 电压过低告警,533,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101268,电池报警状态9# 电压不均告警,535,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101269,电池报警状态9# 极柱温度过高告警,537,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101270,电池报警状态9# 内阻过大告警,539,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101271,电池报警状态9# 内阻不均告警,541,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101272,电池报警状态9# 自检故障告警,543,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101273,电池报警状态9# 线路故障告警,545,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101274,电池报警状态10# 模块掉线,547,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101275,电池报警状态10# 电压过高告警,549,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101276,电池报警状态10# 电压过低告警,551,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101277,电池报警状态10# 电压不均告警,553,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101278,电池报警状态10# 极柱温度过高告警,555,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101279,电池报警状态10# 内阻过大告警,557,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101280,电池报警状态10# 内阻不均告警,559,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101281,电池报警状态10# 自检故障告警,561,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101282,电池报警状态10# 线路故障告警,563,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101283,电池报警状态11# 模块掉线,565,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101284,电池报警状态11# 电压过高告警,567,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101285,电池报警状态11# 电压过低告警,569,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
